ovallcon,count
METASTASIS OSEAS,22
2º DEDO EN MARTILLO,22
AGITACION PSICOMOTRIZ,22
DESNUTRICIÓN,22
INSUFICIENCIA RENAL CRÓNICA AGUDIZADA.,22
NEUMONÍA BILATERAL,22
ESTENOSIS DE CANAL LUMBAR,22
FRACTURA PERTROCANTEREA DE CADERA DCH,22
PORTADOR DE SONDA VESICAL PERMANENTE,22
ENFERMEDAD RENAL NO DESCRITA,22
SINDROME VERTIGINOSO,22
INSUFICIENCIA VENOSA CRONICA,22
EPID NO FILIADA,22
HEMIPLEJIA IZQUIERDA,22
CAQUEXIA,22
HDA,22
HIPERTENSION PULMONAR,22
DIVERTICULOSIS DE COLON,22
DEFICIT DE VITAMINA B12,22
PROBABLE AIT,22
NEUMONIA LID,22
DEFICIT LEVE DE ACIDO FOLICO,22
DOLICOMEGACOLON,22
NEUMONÍA ADQUIRIDA EN LA COMUNIDAD EN LID,22
SINDROME FEBRIL,22
INSUFICIENCIA RENAL CRÓNICA ESTADÍO 3B AGUDIZADA,22
DIVERTICULITIS AGUDA,22
DETERIORO ESTADO GENERAL.,22
ILEO PARALITICO,22
NEUMONIA NOSOCOMIAL,22
DIARREA AUTOLIMITADA,21
IRC.,21
OBESIDAD MÓRBIDA,21
HERNIA DISCAL L4-L5,21
GONARTROSIS BILATERAL,21
ROTURA DE MI DE RODILLA DERECHA,21
FA PERMANENTE ANTICOAGULADA,21
DIABETES MELLITUS II,21
DM TIPO 2 DESCOMPENSADA,21
INSUFICIENCIA RENAL PRERRENAL RESUELTA,21
CUADRO CONFUSIONAL AGUDO,21
INFECCION URINARIA RECURRENTE,21
I. RENAL CRÓNICA AGUDIZADA,21
CERVICALGIA,21
INFRADOSIFICACION SINTROM,21
ITU POR E. COLI BLEE NEGATIVO,21
SOSPECHA INFECCION DE ORINA,21
POSIBLE INFECCIÓN DEL TRACTO URINARIO,21
PROBABLE BRONCOASPIRACIÓN,21
NEUMOCONIOSIS SIMPLE,21
GONARTROSIS DCHA,21
PANCREATITIS AGUDA,21
DOLOR DE DIFICIL CONTROL,21
LUMBOCIATALGIA REAGUDIZADA,21
DÉFICIT DE VIT D,21
CANDIDIASIS ORO-FARÍNGEA,21
INFECCIÓN RESPIRATORIA DE VÍAS BAJAS SECUNDARIA A BRONCOASPIRACIÓN,21
ANEMIA NORMO-NORMO,21
ERC ESTADIO IV,21
DESCARTAR ITU,21
EDEMA AGUDO DE PULMÓN,21
"INSUFICIENCIA RESPIRATORIA AGUDA, RESUELTA",21
DESCOMPENSACION HIDROPICA,21
UPP SOBREINFECTADAS,21
POSIBLE ITU,21
POSIBLE INFECCION RESPIRATORIA AGUDA,21
APLASTAMIENTOS VERTEBRALES,21
INSUFICIENCIA MITRAL SEVERA,21
ITU EN TRATAMIENTO,21
DÉFICIT SEVERO DE VIT D,21
HIPOGLUCEMIAS,20
LUMBALGIA CRÓNICA REAGUDIZADA,20
CAÍDAS DE REPETICIÓN,20
ROTURA LCA RODILLA DERECHA,20
ITU POR,20
HIPOXEMIA SECUNDARIA,20
DESCOMPENSACIÓN DIABÉTICA.,20
FA - AC,20
SINDROME CONSTITUCIONAL,20
INSUFICIENCIA CARDÍACA DESCOMPENSADA,20
DESNUTRICION CALORICO-PROTEICA,20
ESTREÑIMIENTO  PERTINAZ,20
TAQUICARDIA SINUSAL,20
DM 2 DESCOMPENSADA,20
ENFERMEDAD RENAL CRÓNICA ESTADIO IIIB,20
INSUFICIENCIA VENOSA CRÓNICA,20
ITU POR E. COLI MULTISENSIBLE,20
SINDROME MIELODISPLASICO,20
DISFAGIA FARÍNGEA,20
BACTERIURIA ASINTOMÁTICA,20
COVID-19,20
FRACTURA PERTROCANTEREA DE CADERA IZQ,20
INSUFICIENCIA CARDIACA CONGESTIVA CRÓNICA AGUDIZADA,20
EXITUS.,20
INSUFICIENCIA CARDIACA CONGESTIVA.,20
DESHIDRATACION LEVE,20
PREVIAS DESCRITAS ENS SU ANTECEDENTES,20
FIBRILACIÓN AURICULAR CRÓNICA,20
SINDROME CONFUSIONAL AGUDO HIPERACTIVO SECUNDARIO,20
INSUFICIENCIA RENAL PRERRENAL RESUELTA AL ALTA,20
HERNIA EPIGÁSTRICA.,20
FA NO VALVULAR,20
PROBLEMÁTICA SOCIAL,20
FRACTURA  DE  CADERA IZQUIERDA INTERVENIDA,20
ESTREÑIMIENTO CRÓNICO.,20
DEMENCIA SENIL AVANZADA,20
FIBRILACIÓN AURICULAR NO CONOCIDA,20
ENFERMEDAD ISQUÉMICA CRÓNICA DE PEQUEÑO VASO,20
SÍNDROME DE DESACONDICIONAMIENTO FÍSICO,20
ACXFA ANTICOAGULADA,20
LUMBALGIA CRONICA AGUDIZADA,19
EPIGASTRALGIA,19
INFECCION RESPIRATORIA?,19
"INSUFICIENCIA RENAL AGUDA, RESUELTA",19
HIPERPOTASEMIA.,19
ESTADO HIPEROSMOLAR,19
ICTUS ISQUÉMICO EN TERRITORIO DE ACM IZQUIERDA,19
MACROCITOSIS,19
NEUMONÍA IZQUIERDA,19
FLEBOEXTRACCIÓN MII,19
HEMOPTISIS,19
INSUFICIENCIA CARDÍACA LEVE,19
INSUFICIENCIA RENAL AGUDA PRERENAL,19
INFECCION DE VIAS URINARIAS.,19
SDR. TÚNEL CARPIANO DERECHO,19
HIPOKALEMIA LEVE,19
SD ANEMICO,19
EPOC AGUDIZADO POR INFECCIÓN RESPIRATORIA,19
SD VERTIGINOSO,19
ITU COMPLICADA (E. COLI BLEE NEGATIVO),19
UPP SACRO,19
OSTEOARTROSIS,19
DELIRIUM,19
HERNIA DISCAL L5-S1,19
GONARTROSIS DCHA.,19
NEUMOCONIOSIS,19
ITU COMPLICADA (E. COLI),19
ICTUS LACUNAR,19
COXARTROSIS IZDA,19
ENFERMEDAD RENAL CRÓNICA MODERADA AGUDIZADA,19
BOCIO MULTINODULAR,19
DÉFICIT DE B12,19
ALCOHOLISMO CRONICO,19
CERVICALGIA POSTRAUMÁTICA,19
DEFICIT SEVERO DE VITAMINA D,19
HIPERTENSION PULMONAR SEVERA,19
AIT?,19
"EPOC, AGUDIZACIÓN POR INFECCIÓN RESPIRATORIA DE VÍAS BAJAS",19
FIBRILACIÓN AURICULAR LENTA,19
INSUFICIENCIA CARDÍACA CONGESTIVA.,19
ICC AGUDA LEVE,19
DETERIORO COGNITIVO NO FILIADO,18
REAGUDIZACION ASMATICA,18
TRAUMATISMO FACIAL,18
HIPOTENSIÓN,18
INSUFICIENCIA CARDÍACA CON FA RÁPIDA,18
INSUFICIENCIA RESPIRATORIA PARCIAL AGUDA,18
INFECCIÓN RESPIRATORIA DE VÍAS BAJAS POR PSEUDOMONAS AERUGINOSA,18
ICTUS ISQUEMICO EN TERRITORIO DE ACMI,18
INSUF RENAL CRÓNICA AGUDIZADA,18
HIPERNATREMIA LEVE,18
DM TIPO II DESCOMPENSADA,18
ROTURA CPMI RODILLA DERECHA,18
STC DCHO,18
TROMBOEMBOLISMO PULMONAR,18
FALLO RENAL,18
HEMIPARESIA DCHA.,18
DM-II DESCOMPENSADA,18
ENFERMEDAD RENAL CRÓNICA MODERADA,18
DISFAGIA PARA LÍQUIDOS,18
"HERNIA INGUINAL DCHA, RECIDIVADA.",18
HIPERGLUCEMIA POR CORTICOIDES,18
BRONQUIECTASIAS SOBREINFECTADAS,18
UPP INFECTADAS,18
PREVIAS,18
HEPATOCARCINOMA,18
AGUDIZACIÓN ASMÁTICA POR INFECCIÓN RESPIRATORIA,18
INFRADOSIFICACION DE SINTROM,18
SUBOCLUSION INTESTINAL POR ESTREÑIMIENTO,18
DISARTRIA,18
HIDROCEFALIA,18
ESCARA SACRA,18
CIRROSIS HEPATICA,18
GONALGIA IZQUIERDA,18
EPOC AGUDIZACIÓN.,18
ROTURA DE MI DE RODILLA IZQUIERDA,18
SINCOPE EN ESTUDIO,18
FIBRILACION AURICULAR CON RESPUESTA VENTRICULAR RAPIDA,18
POLICONTUSION,18
FALLO MULTIORGÁNICO,18
OBSTRUCCIÓN INTESTINAL SECUNDARIA A ESTREÑIMIENTO PERTINAZ,18
TRAUMATISMO CRANEAL,18
ARTROSIS,18
GASTROENTERITIS,18
DIARREA POR CLOSTRIDIUM DIFFICILE,18
INSUFICIENCIA VASCULAR PERIFÉRICA,18
LUMBOCIATALGIA DCH,18
TC SIN PERDIDA,18
NEUMONIA ADQUIRIDA EN LA COMUNIDAD,18
EPOC AGUDIZADO.,18
LUMBOCIATALGIA IZQ,18
FA CON RVR,18
DIABETES MAL CONTROLADA,18
SÍNDROME SUBACROMIAL,17
HDB,17
INFECCIÓN URINARIA.,17
NEOPLASIA DE PROSTATA,17
INSUFICIENCIA RENAL AGUDA PRERENAL.,17
HIPERTROFIA PROSTÁTICA,17
ENOLISMO CRÓNICO,17
ANTICOAGULACIÓN ORAL.,17
OCLUSIÓN INTESTINAL CON ÍLEO PARALÍTICO,17
FRACTURA SUBCAPITAL FÉMUR IZQUIERDO,17
POLIMIALGIA REUMATICA,17
DESCOMPENSACION DIABETICA TIPO HIPERGLUCEMIA,17
FA SIN ACO,17
ENFERMEDAD RENAL NO CONOCIDA,17
INFECCIÓN RESPIRATORIA TÓRPIDA DE VÍAS BAJAS,17
ANEMIA MICROCITICA,17
ICTUS ISQUEMICO EN TERRITORIO DE ACMD,17
SÍNDROME VERTIGINOSO,17
FIBRILACION AURICULAR DE RECIENTE DIAGNOSTICO,17
FRACTURA PERTROCANTEREA CADERA DERECHA,17
EPOC AGUDIZACIÓN,17
DISFAGIA A LÍQUIDOS,17
DIARREA,17
LUMBOCIATALGIA IZDA,17
CONTUSIONES DIVERSAS,17
COVID POSITIVO,17
ENFERMEDAD DIVERTICULAR COLÓNICA,17
HERNIA INGUINAL BILATERAL.,17
LO PREVIOS,17
PROSTATISMO,17
HTA NO CONTROLADA,17
SINDROME ANSIOSO DEPRESIVO,17
PARKINSONISMO,17
HEMATURIA MACROSCOPICA,17
LUMBALGIA CRÓNICA AGUDIZADA,17
LLC,17
DÉFICIT MODERADO DE VITAMINA D,17
INFECCIÓN RESPIRATORIA NOSOCOMIAL,17
DMNID,17
PIE DIABÉTICO,17
CRISIS HTA,17
INSUFICIENCIA RESPIRATORIA AGUDA.,17
HEMIPLEJIA IZDA,17
SINDROME GENERAL,17
TRASTORNO ADAPTATIVO,17
ANEMIA QUE PRECISÓ TRANSFUSIÓN,17
CANDIDIASIS VAGINAL,17
CEFALEA,17
FRACTURA SUBCAPITAL DE CADERA IZQ,17
SD TUNEL CARPIANO IZQUIERDO,17
ANEMIA NORMOCITICA NORMOCROMICA,17
CONTUSIONES,17
DM TIPO 2 MAL CONTROLADA,17
ACVA,16
ENFERMEDAD RENAL CRÓNICA SEVERA AGUDIZADA,16
ENFERMEDAD RENAL CRÓNICA ESTADIO 4,16
ITU POR E.COLI,16
DISFAGIA  A LIQUIDOS,16
ARTRITIS GOTOSA,16
FIBRILACIÓN AURICULAR DE NOVO,16
ESTREÑIMIENTO SEVERO,16
INSUFICIENCIA RESPIRATORIA CRÓNICA GLOBAL,16
FRA,16
HIPOTENSIÓN ORTOSTÁTICA,16
DEMENCIA CON ALTERACIONES CONDUCTUALES,16
FA PERSISTENTE,16
CELULITIS MMII,16
TVP MII,16
NEFROPATIA DIABETICA,16
DIABETES MELLITUS.,16
ICTUS ISQUÉMICO ACM DERECHA,16
OCLUSION INTESTINAL,16
ANSIEDAD,16
HIPERNATREMIA RESUELTA,16
FRACTURA ESTERNAL,16
GASTRITIS AGUDA,16
OBSTRUCCION INTESTINAL,16
ITU.,16
HEMIPARESIA IZDA.,16
POLINEUROPATÍA DEL ENFERMO CRÍTICO,16
DORSOLUMBALGIA,16
ADENOCARCINOMA DE PRÓSTATA,16
EPISODIO SINCOPAL,16
ANEMIA MODERADA MULTIFACTORIAL,16
INSUFICIENCIA RENAL AGUDA PRERRENAL.,16
PROBABLE NEUMONÍA DERECHA,16
DOLOR TORACICO ATIPICO,16
ICTUS ISQUEMICO ACMI,16
CARDIOPATIA VALVULAR,16
DEMENCIA MIXTA (VASCULAR Y DEGENERATIVA),16
ACO CON RIVAROXABAN,16
COLICO BILIAR,16
DEFICIT DE  VITAMINA  D,16
INFECCION DE HERIDA QUIRURGICA,16
ANEMIA POR PÉRDIDAS DIGESTIVAS,16
ALTERACIÓN HIDROELECTROLÍTICA,16
ASMA,16
ABDOMINALGIA A ESTUDIO,16
ENFERMEDAD RENAL CRÓNICA IIIA,16
COLEDOCOLITIASIS,16
INFECCIÓN RESPIRATORIA SEVERA,16
FAC EN TTO CON ACENOCUMAROL,16
INSUFICIENCIA CARDIACA ASOCIADA,16
ENFERMEDAD RENAL CRONICA REAGUDIZADA,16
ENFERMEDAD RENAL CRONICA AGUDIZADA,16
HIPOACUSIA,16
TRASTORNO ANSIOSO DEPRESIVO,16
PATOLOGIA ISQUEMICA DE PEQUEÑO VASO,16
HEMIPARESIA DERECHA RESIDUAL,16
ICTUS ISQUEMICO DE ARTERIA CEREBRAL MEDIA DERECHA,16
HIPOTIROIDISMO.,16
RETENCION AGUDA DE  ORINA,16
SINDROME CONFUSIONAL AGUDO MIXTO SECUNDARIO,16
RETENCION DE ORINA,16
GONALGIA DERECHA,16
ESTENOSIS AORTICA SEVERA,16
FIBRILACIÓN AURICULAR CON RESPUESTA VENTRICULAR RÁPIDA,16
GONARTROSIS IZDA,16
FRACTURA DE RAMA ISQUIOPUBIANA IZQUIERDA,16
OSTEOARTROSIS GENERALIZADA,16
DEMENCIA TIPO ALZHEIMER AVANZADA,16
TABAQUISMO,16
SD SUBACROMIAL DERECHO,16
SÍNDROME CONFUSIONAL AGUDO SUBCLÍNICO,16
CELULITIS PIERNA IZQUIERDA,16
HTP MODERADA,15
INSUFICIENCIA MITRAL,15
I. RENAL CRONICA AGUDIZADA,15
MUGUET,15
HIPERGLUCEMIA ESTEROIDEA,15
ICTUS DE PERFIL ISQUEMICO,15
FRACTURA  DE  CADERA DERECHA  INTERVENIDA,15
ANEMIA.,15
FRACASO RENAL AGUDO PRERRENAL,15
EAP,15
MIOCARDIOPATIA DILATADA CON DISFUNCIÓN SISTÓLICA SEVERA,15
ANEMIA FERROPÉNICA SEVERA,15
FRACTURA SUBCAPITAL DE CADERA DCH,15
INSUFICIENCIA CARDIACA SECUNDARIA,15
MIELOMA MULTIPLE,15
UPP SACRA SOBREINFECTADA,15
FRACTURAS COSTALES IZQUIERDAS,15
CELULITIS,15
POSIBLE BRONCOASPIRACION,15
INFECCIÓN URINARIA DE REPETICIÓN.,15
TAQUIARRITMIA SINUSAL,15
CONTUSIONES MÚLTIPLES.,15
OBESIDAD SARCOPÉNICA,15
SITUACION PALITIVA,15
DESHIDRATACIÓN SECUNDARIA,15
MIOPATIA ESTEROIDEA,15
PROCESO CATARRAL,15
UPP SOBREINFECTADA,15
OBSTRUCCIÓN INTESTINAL,15
AC X FA,15
FRACTURA COSTAL,15
ICC.,15
GASTROENTERITIS AGUDA.,15
FRACTURA SUBCAPITAL DE FÉMUR IZQUIERDO,15
HEMATURIA A ESTUDIO,15
ESGUINCE CERVICAL,15
EDEMA AGUDO DE PULMON,15
FIBRILACIÓN AURICULAR PERMANENTE ANTICOAGULADA,15
ENFERMEDAD DE PAGET,15
CARDIOPATÍA ISQUÉMICA.,15
UPP SACRA INFECTADA,15
FLEBOEXTRACCIÓN SAFENA INTERNA.,15
SD SUBACROMIAL IZQUIERDO,15
FRACTURA VERTEBRAL,15
ROTURA CPMI RODILLA IZDA.,15
HIPOCALCEMIA,15
METASTASIS CEREBRALES,15
CELULITIS MIEMBRO INFERIOR DERECHO,15
INTOXICACION DIGITALICA,15
VOMITOS,15
INSUFICIENCIA CARDÍACA DERECHA,15
LUMBALGIA POSTRAUMATICA,15
EPOC EXACERBADO POR INFECCION,15
INFECCIÓN POR SARS-COV-2,15
DM II,15
ESCLEROSIS MÚLTIPLE,15
FIEBRE DE ORIGEN DESCONOCIDO,15
HALLUX VALGUS PIE IZQUIERDO,15
STC IZDO,15
ANEMIA LEVE MULTIFACTORIAL,15
FRACTURA DE RAMA ISQUIOPUBIANA DERECHA,15
SD GENERAL,15
PROBABLE INFECCIÓN URINARIA,15
TRAUMATISMO CRANEO ENCEFALICO,15
FRACTURA DE CADERA,15
HTA.,15
MIOCARDIOPATIA DILATADA,15
SD FEBRIL A ESTUDIO,15
PSEUDO-OCLUSIÓN INTESTINAL,15
ATEROMATOSIS GENERALIZADA,15
PORTADOR DE SONDA VESICAL,14
HIPERPARATIROIDISMO SECUNDARIO,14
SANGRADO DIGESTIVO BAJO,14
BARRO BILIAR,14
AGUDIZACIÓN ASMÁTICA POR INFECCIÓN RESPIRATORIA DE VÍAS BAJAS,14
SEPSIS DE ORIGEN ABDOMINAL,14
ITUS COMPLICADAS DE REPETICIÓN,14
SÍNDROME ANSIOSO-DEPRESIVO,14
ADENOCA DE PRÓSTATA,14
BACTERIURIA ASINTOMATICA,14
INFECCION URINARIA  POR K. PNEUMONIAE,14
DISLIPEMIA.,14
DESNUTRICION PROTEICO-CALORICA,14
INFECCION RESPIRATORIA PARCIALMENTE TRATADA,14
ICTUS ISQUEMICO ACMD,14
POSIBLE INFECCIÓN RESPIRATORIA DE VÍAS BAJAS,14
PATOLOGIA DEGENERATIVA COLUMNA LUMBAR,14
E. ALZHEIMER CON ALTERACIONES CONDUCTUALES,14
CELULITIS MID.,14
DIABETES MELLITUS TIPO II DESCOMPENSADA,14
MAREO,14
SCASEST,14
ITU COMPLICADA (E. COLI BLEE POSITIVA),14
EPOC BRONQUÍTICO CRÓNICO AGUDIZADO,14
COXARTROSIS DER.,14
DETERIORO COGNITIVO MUY SEVERO,14
CARDIOPATIA ISQUÉMICA,14
ITU COMPLICADA CON RAO,14
LUMBALGIA AGUDA MECANICA,14
ENFERMEDAD RENAL,14
DEMENCIA VASCULAR MODERADA-SEVERA (GDS 5-6) SIN ALTERACIÓN CONDUCTUAL,14
MENISCOPATIA RODILLA DERECHA,14
CANDIDIASIS ESOFAGICA,14
ANEMIA DE TRASTORNOS CRÓNICOS.,14
EAO SEVERA,14
ÏLEO PARALÍTICO NO OBSTRUCTIVO,14
INFECCION DEL TRACTO URINARIO.,14
DEFICIT DE ACIDO FÓLICO,14
CIATALGIA DERECHA,14
HEMIPLEJIA DERECHA,14
DISFAGIA MIXTA,14
BRONQUITIS CRÓNICA,14
HOMBRO DOLOROSO,14
INSUFICIENCIA CARDIACA.,14
HEMIPARESIA IZDA LEVE,14
FRACTURA L1,14
FA RAPIDA,14
LEUCOPENIA,14
DIABETES MELLITUS CON MAL CONTROL GLUCÉMICO,14
MICOSIS OROFARINGEA,14
RAO RESUELTA,14
CONJUNTIVITIS BILATERAL,14
NEUMONÍA POR MICROASPIRACIONES,14
ERC REAGUDIZADA PRERENAL,14
I. RESPIRATORIA AGUDA,14
DIVERTICULOSIS DE SIGMA,14
INSUFICIENCIA RESPIRATORIA  AGUDA SECUNDARIA,14
INFECCION RESPIRATORIA NO CONDENSANTE,14
SINDROME EMETICO,14
FALLA ORGANICA MULTIPLE,14
DÉFICIT DE ACIDO FÓLICO,14
DM TIPO 2.,14
INFECCION URINARIA PARCIALMENTE TRATADA,14
NEUMONIA LII,14
CUADRO ANSIOSO DEPRESIVO,14
ESPONDILOARTROSIS,14
COLANGITIS AGUDA,14
MENISCOPATIA INTERNA RODILLA IZQUIERDA,14
HIPOPOTASEMIA MODERADA,14
ITU POR K. PNEUMONIAE,14
ICTUS ISQUÉMICO EN TERRITORIO DE ACM DERECHA,13
FA NO ACO,13
ICC AGUDA SEVERA,13
TRAUMATISMO CRANEOENCEFÁLICO,13
NEUMONIA ASPIRATIVA,13
HERPES ZOSTER,13
TEC,13
SÍNDROME DE CONFUSIÓN AGUDA,13
NEOPLASIA DE COLON,13
DESNUTRICION SEVERA,13
NEUMONÍA COVID-19,13
ESTENOSIS AÓRTICA,13
ALCOHOLISMO,13
PROBLEMÁTICA SOCIAL.,13
INSUFICIENCIA CARDIO-RENAL,13
HIPERGLUCEMIA EN OBSERVACIÓN,13
DOLOR MAL CONTROLADO,13
INFECCIÓN RESPIRATORIA POR PSEUDOMONAS AERUGINOSA,13
PORTADOR DE MCP,13
NEUMONÍA IZQUIERDA ADQUIRIDA EN LA COMUNIDAD,13
ACXFA NO VALVULAR,13
FRACTURA PERTROCANTÉRICA FÉMUR IZQUIERDO,13
INFECCION URINARIA.,13
TCE.,13
INFECCIÓN RESPIRATORIA EN TRATAMIENTO,13
ENF. RENAL CRÓNICA AGUDIZADA.,13
INFECCIÓN RESPIRATORIA TÓRPIDA,13
HEMIPLEJIA DCHA,13
GONARTROSIS,13
INFECCIÓN POR SARM.,13
DESHIDRATACIÓN LEVE,13
ROTURA SE HOMBRO DERECHO,13
DIARREA A ESTUDIO,13
INSUFICIENCIA  CARDIACA,13
ACXFA CON RVL,13
PSEUDO-OCLUSIÓN INTESTINAL SECUNDARIA A ESTREÑIMIENTO PERTINAZ.,13
GEA INTRAHOSPITALARIA,13
FRACTURA PERTROCANTEREA DE CADERA DERECHA,13
HEPATOPATÍA CRÓNICA,13
ASMA BRONQUIAL AGUDIZADO,13
ROTURA MANGUITO DE ROTADORES HOMBRO DERECHO,13
DPC DEL ADULTO,13
FIBRILACIÓN AURICULAR NO CONOCIDA CON RESPUESTA VENTRICULAR RÁPIDA,13
HIPOTIROIDISMO SUBCLINICO,13
- FA,13
ALERGIAS MULTIPLES,13
INFECCIÓN RESPIRATORIA POR BRONCOASPIRACIÓN,13
PROBABLE COLITIS ISQUEMICA,13
ENFERMEDAD CEREBROVASCULAR DE PEQUEÑO VASO,13
I. RENAL AGUDA,13
ACIDOSIS METABÓLICA,13
MALNUTRICIÓN CALÓRICO-PROTEICA MODERADA,13
HIPERPARATIROIDISMO PRIMARIO,13
CERVICOARTROSIS,13
DM ESTEROIDEA,13
ICTUS ISQUÉMICO ACM IZQUIERDA,13
HEMORRAGIA DIGESTIVA,13
FLEBOEXTRACCIÓN MID,13
ELEVADO RIESGO VASCULAR,13
ESTREÑIMIENTO REAGUDIZADO,13
OSTEOARTROSIS CON MAL CONTROL DEL DOLOR,13
ESTREÑIMIENTO CRONICO REAGUDIZADO,13
... CON SINTOMATOLOGÍA PSICÓTICA ASOCIADA.,13
ARTRITIS REUMATOIDE.,13
LUMBOCIATALGIA DCHA,13
INSUFICIENCIA RENAL CRONICA  REAGUDIZADA,13
ENFERMEDAD RENAL CRÓNICA AGUDIZADA.,13
I. CARDICA,13
ITU DE REPETICIÓN,13
CAIDA CON TRAUMATISMO CRANEOENCEFALICO,13
IRA POR MICROASPIRACIONES,13
ITU POR ENTEROCOCO FAECALIS,13
ACV ISQUÉMICO ACM DERECHA,13
SD. DE DESACONDICINAMIENTO FISICO,13
INSUFICIENCIA CARDIACA LEVE,13
FRACTURA VERTEBRAL L1,13
CANDIDIASIS OROFARÍNGEA,13
DEMENCIA VASCULAR CON ALT. PSICO-CONDUCTUALES,13
HTP,12
PSEUDOCLUSION INTESTINAL,12
TROMBOCITOSIS,12
HIDROCEFALIA NORMOTENSIVA,12
DESNUTRICION PROTEICO CALORICA,12
CANDIDIASIS,12
NEUMONÍA BILATERAL COVID-19,12
INSUFICIENCIA CARDIACA DESCOMPENSADA.,12
FRACASO RENAL AGUDO RESUELTO,12
DETERIORO COGNITIVO PREVIO,12
HBP,12
NEUMONÍA ADQUIRIDA EN LA COMUNIDAD LII,12
SAHS,12
COLANGITIS,12
HIPERTENSIÓN PULMONAR MODERADA,12
DEPRESIÓN REACTIVA,12
GONARTROSIS DERECHA.,12
CRISIS ASMATICA,12
ACV DE PERFIL ISQUEMICO,12
ICTERICIA OBSTRUCTIVA,12
LINFOPENIA,12
DISFAGIA OROFARÍNGEA A LÍQUIDOS.,12
ANEMIA FERROPÉNICA.,12
OMARTROSIS BILATERAL,12
CANDIDIASIS INGUINAL,12
RADICULOPATIA LUMBAR,12
OCLUSIÓN INTESTINAL SECUNDARIA A FECALOMA,12
ROTURA SUPRAESPINOSO HOMBRO DERECHO,12
NEUROPATIA DIABETICA,12
THE: HIPONATREMIA,12
ROTURA CPMI RODILLA IZQUIERDA,12
IRC REAGUDIZADA.,12
GONARTROSIS IZQUIERDA.,12
INSUFICIENCIA RENAL RESUELTA,12
DÉFICIT DE VITAMINA D3,12
POLIGLOBULIA,12
AIT A DESCARTAR,12
ROTURA MENISCO INTERNO,12
ITU RECURRENTE,12
MALNUTRICION PROTEICA,12
HEMORROIDES,12
CONTUSIÓN LUMBAR,12
FRACTURA SUBCAPITAL FEMUR DERECHO,12
ENF. DE PARKINSON AVANZADA,12
HEMORRAGIA CEREBRAL,12
NEUMONIA BRONCOASPIRATIVA,12
FLEBOEXTRACCIÓN SAFENA INTERNA MID.,12
INFECCIÓN DE TRACTO URINARIO,12
HEMIPARESIA IZDA DE PREDOMINIO BRAQUIAL,12
FRACTURA PERTROCANTEREA IZQ,12
COXALGIA IZQUIERDA,12
DISFAGIA  A  LIQUIDOS,12
INFECCION RESPIRATORIA.,12
INFECCIÓN RESPIRATORIA CON BRONCOSPASMO,12
DEPRESIÓN MAYOR,12
ANEMIA CRÓNICA.,12
DETERIORO FUNCIONAL DEL PACIENTE INGRESADO,12
DIABETES MELLITUS 2 DESCOMPENSADA,12
FRACTURA SUBCAPITAL FÉMUR DERECHO,12
"I, RENAL",12
FIBRILACION AURICULAR CRONICA  ANTICOAGULADA,12
TRAQUEOSTOMIA,12
ALT. EQUILIBRIO Y MARCHA,12
HIPERTRIGLICERIDEMIA,12
MAL CONTROL DEL DOLOR.,12
CELULITIS PIERNA DERECHA,12
HEMORRAGIA INTRAVENTRICULAR,12
PRESÍNCOPE,12
INFECCIÓN RESPIRATORIA POR SAMR,12
ENFERMEDAD RENAL CRÓNICA IIIB,12
AFASIA MOTORA,12
HIPOMAGNESEMIA,12
TCE SIN PERDIDA,12
VARICES MII,12
CANDIDIASIS ESOFÁGICA,12
OBESIDAD.,12
DETERIORO FUNCIONAL MULTIFACTORIAL,12
DOLOR ABDOMINAL AUTOLIMITADO,12
INFECCIÓN URINARIA  POR E. COLI,12
HEMIPARESIA IZQUIERDA,12
LUMBALGIA DERECHA,12
DESNUTRICIÓN PROTEICA SEVERA,12
INFRADOSIFICACIÓN DE SINTROM,12
HIPERCALEMIA,12
INSUFICIENCIA RESPIRATORIA AGUDA RESUELTA,12
BRONCOESPASMO,12
ULCERA SACRA INFECTADA,12
NEUMONIA LSD,12
NEFROPATÍA DIABÉTICA,12
ENFERMEDAD RENAL CRÓNICA ESTADÍO III,12
HEMATURIA SECUNDARIA,12
ROTURA DE SE DE HOMBRO DERECHO,12
PATOLOGIA DEGENERATIVA DE COLUMNA LUMBAR,12
RETENCIÓN AGUDA DE  ORINA,12
SÍNCOPE VASOVAGAL,12
MENISCOPATIA RODILLA IZQUIERDA,12
SINDROME CONFUSIONAL 2RIO,12
HERNIA DE HIATO GIGANTE,12
RAO DE REPETICIÓN,12
ESTEATOSIS HEPATICA,12
DIVERTICULOSIS,12
FLEBOEXTRACCIÓN SAFENA EXTERNA.,11
CRISIS DE ANSIEDAD,11
ERC EN HEMODIALISIS,11
ENFERMEDAD RENAL CRÓNICA ESTADIO G3B REAGUDIZADA,11
BROTE DE ENFERMEDAD REUMATOLOGICA,11
LIMITACIÓN FUNCIONAL SEVERA,11
DETERIORO GENERAL SECUNDARIO.,11
INSUFICIENCIA CARDÍACA SECUNDARIA.,11
PROBABLE ASMA BRONQUIAL,11
FA CON RESPUESTA VENTRICULAR RÁPIDA,11
DETERIORO COGNITIVO PERFIL VASCULAR MODERADO (GDS 5) ...,11
POSIBLE INSUFICIENCIA CARDIACA,11
LUMBALGIA SUBAGUDA,11
